customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1827-ORUXI,Female,0,No,No,65,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),108.85,6881.73,No
7757-BXZPI,Male,0,Yes,No,34,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,88.69,3043.65,No
6330-JTXSJ,Female,1,Yes,Yes,5,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),103.39,503.86,No
3448-BDQAR,Male,0,No,Yes,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.34,1873.3,No
6499-MGCFF,Male,0,No,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.63,647.63,No
2211-QTKXI,Female,1,No,Yes,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.35,233.0,No
3835-BXYXB,Male,1,No,Yes,52,Yes,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,78.9,4111.02,No
3779-MMOED,Female,1,No,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,105.31,7179.15,No
9530-TAPEZ,Female,1,No,Yes,5,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,20.43,108.23,No
5080-IGXWI,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),25.95,1691.09,No
8903-HQGMU,Male,0,Yes,No,9,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),22.18,212.62,No
6344-VXJZV,Male,1,No,Yes,48,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),102.13,4867.29,No
2780-LONSA,Male,0,Yes,Yes,58,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,82.94,4630.74,No
6916-HGYSL,Male,0,Yes,No,48,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),21.93,961.65,No
9696-NLTYX,Male,1,Yes,Yes,10,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),89.13,808.63,Yes
7417-BKOWC,Female,0,Yes,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.21,1182.4,No
5472-CUBMP,Male,1,Yes,Yes,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.88,985.58,Yes
2669-DQWVM,Male,1,Yes,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.54,1199.45,No
6081-BKVZS,Female,1,Yes,Yes,60,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.78,1471.84,Yes
8853-WVOBR,Male,1,Yes,No,32,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,98.04,2842.47,No
8954-PSZCM,Female,1,Yes,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,91.03,92.37,No
2007-ONYDH,Male,0,No,Yes,67,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),75.02,5086.07,No
7705-YNKMK,Male,0,No,Yes,68,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,115.65,7750.03,No
9329-RBJAD,Male,0,No,Yes,54,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.19,1349.44,No
4282-DGZWW,Male,1,Yes,Yes,9,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,98.2,819.89,No
3844-UAQIP,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),109.51,8117.9,Yes
9338-TJNIT,Male,1,No,No,49,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,97.78,4882.61,No
2291-JZHJC,Female,1,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),111.24,3390.09,No
5822-WHNTH,Male,1,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.34,699.68,Yes
5986-HIHRX,Male,1,No,Yes,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.42,1921.24,No
7525-NTVZQ,Male,1,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.18,1269.16,No
5285-JAWLQ,Male,0,No,No,18,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),100.69,1802.74,No
9485-QBXGZ,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,79.35,6133.37,Yes
6740-WRRAC,Male,1,No,Yes,36,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),99.99,3504.92,No
7113-PLUSC,Female,1,Yes,Yes,12,Yes,No phone service,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,65.8,823.45,No
5723-EORQG,Female,1,No,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),82.63,1358.57,No
9853-XQSDR,Female,1,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),21.03,850.03,No
3174-QGZHI,Female,0,Yes,No,24,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Electronic check,112.36,2525.12,No
8959-IKSIZ,Female,0,Yes,No,11,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),90.73,920.42,Yes
9501-BWPSD,Female,1,Yes,No,18,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),77.35,1392.18,No
2359-MZUSB,Female,0,No,No,45,No,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,78.42,3786.65,No
3861-ZGORY,Female,0,No,Yes,34,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.96,3073.05,No
6866-UVTBK,Female,0,No,Yes,70,Yes,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),64.15,4285.45,No
3505-ZUQRX,Male,1,No,Yes,19,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),88.16,1671.23,No
7310-JNRZQ,Female,0,Yes,Yes,36,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.27,4223.93,No
5255-WLQOA,Female,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,68.27,1024.65,No
2619-CRWBK,Female,0,No,Yes,23,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),76.31,1748.53,No
1411-ZGXYT,Female,0,Yes,No,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.98,329.7,No
8430-GLRCU,Male,0,Yes,Yes,40,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,89.54,3483.67,No
3339-ZWQHN,Female,1,No,No,16,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,98.05,1544.71,No
3850-JYVFL,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,121.27,1084.49,No
5889-HIESZ,Female,1,Yes,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.15,1243.56,No
5829-IZLOV,Male,0,Yes,Yes,69,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,123.11,8270.39,No
8593-PFWKQ,Female,1,No,No,41,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.14,4654.57,No
1835-WOHDG,Male,1,Yes,Yes,30,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.48,2675.86,No
7727-BFILP,Female,0,Yes,No,10,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Credit card (automatic),94.72,898.34,No
2307-RQCXL,Female,1,Yes,No,36,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,63.66,2362.28,No
4656-EIWBB,Male,1,No,Yes,60,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,91.91,5220.8,No
1423-ZNVOO,Male,0,Yes,No,37,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.73,2888.22,No
1380-UBFVP,Male,0,No,Yes,16,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),87.6,1271.67,No
3278-VZQXF,Male,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.43,520.28,No
2917-GZDTB,Female,1,Yes,Yes,16,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),88.0,1433.03,No
8192-MJPDF,Female,1,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),29.12,1518.59,No
4552-WZOMK,Male,1,Yes,Yes,58,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),75.33,4608.05,No
1895-HYTXI,Female,1,Yes,Yes,41,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Credit card (automatic),100.64,4076.79,No
8451-LOYMB,Female,0,No,Yes,10,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),109.2,1034.56,Yes
7306-ZMBOV,Male,1,No,Yes,25,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,16.11,403.13,No
6212-MACEZ,Female,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),123.42,1775.3,No
4011-CPOWO,Male,0,Yes,No,55,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),23.4,1233.02,No
6634-ZUBVE,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),77.39,3763.69,No
3115-JZVSU,Female,0,Yes,No,52,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),79.85,4090.4,No
4077-QOAJG,Female,1,Yes,Yes,35,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),120.14,4129.78,No
2836-YNYWH,Female,0,No,Yes,3,No,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),103.72,304.31,Yes
2902-WAHVQ,Male,0,No,Yes,1,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.02,98.25,No
6210-VMBSH,Male,1,No,Yes,10,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),58.34,601.87,Yes
8485-VWKDG,Female,0,No,Yes,31,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),92.18,2769.56,No
1888-DEOPR,Male,1,Yes,Yes,12,No,No phone service,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),82.1,960.97,No
1713-GYDFF,Male,0,No,Yes,35,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,81.4,3088.47,No
4758-GRTUE,Female,0,Yes,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,33.13,1907.59,Yes
3261-JEBFA,Female,0,No,No,12,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Credit card (automatic),100.24,1170.74,No
9659-TZWEU,Female,0,Yes,Yes,20,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,67.2,1469.43,No
7960-FFSVQ,Female,1,No,Yes,39,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,87.71,3404.62,No
1374-UNXQB,Male,1,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.44,1045.49,Yes
1544-EKJSJ,Female,1,Yes,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.23,1531.93,No
3698-RAJEW,Male,1,No,No,63,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.99,5930.07,No
1843-RCEQM,Female,1,No,Yes,11,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),103.97,1179.32,No
6378-QRRMI,Male,1,Yes,Yes,37,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),77.56,3031.34,No
2647-XXZYI,Male,1,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),32.73,2274.8,Yes
4390-XDDJP,Male,1,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),16.62,1165.76,No
1483-KZWFN,Female,1,No,No,58,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.83,5952.53,No
9328-LFJQC,Male,0,Yes,No,32,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),17.25,598.09,No
2651-FSTWN,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,Two year,Yes,Electronic check,100.59,3833.73,No
4173-WNZYP,Female,1,Yes,Yes,6,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,76.45,481.54,Yes
9010-MFTME,Female,1,Yes,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,111.72,5501.09,No
5955-TXEHI,Female,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,21.0,1063.89,Yes
5048-ANMUM,Female,1,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,24.66,697.91,No
8284-CNFBL,Female,1,No,No,24,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.78,2090.36,No
1275-DRARW,Female,0,Yes,No,71,Yes,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,61.93,4679.4,No
5875-AWIQA,Female,1,Yes,No,8,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),99.06,771.93,No
5554-XDIGK,Male,1,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),17.58,102.04,No
6500-OSXSZ,Female,0,No,No,64,Yes,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,65.59,4550.91,No
9668-TGOGH,Female,1,No,No,2,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.52,132.24,Yes
6259-JRIPX,Male,1,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,16.92,764.77,No
1521-TEIIP,Female,1,Yes,No,33,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,17.39,531.27,No
8922-HFTNB,Male,0,Yes,Yes,38,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,85.29,2955.74,Yes
9540-YXMTU,Female,0,No,No,24,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,79.16,1898.71,No
8000-UWZJT,Male,0,No,No,46,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,No,Credit card (automatic),81.12,3678.33,No
2570-BACHA,Female,0,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),104.27,3833.36,No
9581-NGLHJ,Male,0,Yes,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),114.52,2015.31,Yes
3246-DFHPV,Female,1,Yes,No,53,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,110.31,5510.29,No
9492-LMTMA,Male,1,No,Yes,7,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,114.35,786.03,No
5802-XYAQE,Male,1,Yes,No,62,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),82.03,5258.63,No
3995-WWOLI,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),17.6,329.9,No
9046-UTNVF,Female,0,No,Yes,64,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.42,1595.39,No
3100-CGXPW,Male,1,Yes,No,27,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),22.07,653.28,No
6041-QWSUB,Male,1,Yes,Yes,29,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.45,643.33,No
1915-LNBXT,Male,0,No,No,38,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.25,2205.04,No
8705-UAUSZ,Female,1,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),22.14,804.98,No
5119-TJGSJ,Male,0,No,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.47,293.7,Yes
8316-AORCS,Male,1,Yes,Yes,60,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),109.01,6198.82,No
6505-TXRVE,Female,0,Yes,No,4,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),89.94,374.64,Yes
5918-VRPJB,Male,1,No,No,25,Yes,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,75.64,1836.09,No
5800-YXNIT,Male,1,No,No,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Mailed check,113.74,1998.08,No
5544-KIQWL,Female,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,81.35,5918.26,No
7989-CNYSL,Male,1,Yes,No,66,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.65,1394.93,No
7292-HZCPS,Male,0,No,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.38,262.45,Yes
9995-UPRXI,Male,0,Yes,Yes,14,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.3,258.43,No
4305-BLNWG,Male,0,Yes,No,41,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),113.42,4740.28,No
9648-SHTEF,Male,0,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.65,1561.95,No
9868-WLLKA,Male,1,No,No,44,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.02,1083.38,No
3152-PMLBP,Female,0,No,Yes,40,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),102.17,3753.8,No
6805-EAVKD,Female,1,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.56,652.95,No
6948-WNYRR,Male,0,Yes,No,57,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,123.17,6985.37,No
2103-OXWUM,Male,0,Yes,Yes,21,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.88,430.77,No
5128-HSJIG,Female,0,No,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),15.1,717.19,No
2038-WLGRA,Female,1,Yes,Yes,28,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,627.84,No
8895-BTSJP,Female,0,Yes,No,15,Yes,No,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,80.79,1120.41,No
2592-ZKTJL,Male,1,Yes,No,59,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.69,5514.72,No
1703-LUANE,Female,0,No,Yes,63,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.23,1081.09,Yes
3469-SKWOJ,Female,1,Yes,Yes,28,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,86.14,2382.82,No
8214-JCONU,Male,0,Yes,Yes,7,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,87.06,646.74,No
7954-JGOPF,Male,1,Yes,Yes,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),22.83,828.3,No
7977-VNFCN,Male,0,No,Yes,42,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.07,731.36,No
5174-BZTIF,Female,1,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,73.4,1468.31,No
2243-LCRMW,Female,0,No,Yes,33,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Electronic check,123.68,4258.08,No
8585-QNJMP,Female,0,No,No,35,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),78.14,2680.78,No
5425-DSWDE,Female,1,Yes,No,47,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,92.3,4591.05,No
4009-GKAGI,Female,0,No,No,48,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),74.61,3796.05,No
8915-YFZQK,Female,1,Yes,Yes,27,Yes,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),76.04,1953.42,No
6086-HDTSJ,Female,1,No,Yes,4,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,114.41,473.97,No
2767-OSSQK,Male,0,No,Yes,19,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),102.25,2014.76,No
8275-YPBYF,Female,0,No,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,96.3,6027.18,No
6209-LOXKX,Male,0,No,Yes,29,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),112.19,3358.49,No
8134-IBZRW,Female,0,No,Yes,23,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),57.98,1395.65,Yes
2689-WWZBO,Female,1,No,Yes,42,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,81.38,3735.17,No
9732-PSYQH,Male,0,Yes,Yes,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.26,1849.1,No
3581-LJXEV,Male,0,No,No,44,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),108.5,4857.76,No
6832-FHPTZ,Male,1,Yes,Yes,6,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),92.53,503.26,No
9739-HSXLQ,Male,1,No,Yes,14,No,No phone service,DSL,No,Yes,No,No,No,No,Two year,No,Mailed check,60.9,806.23,No
4176-EKYFF,Female,0,No,No,58,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,106.93,6152.31,No
6576-CNGSW,Female,1,Yes,Yes,16,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.59,350.23,No
2522-DYBJW,Female,0,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),31.02,819.83,No
1652-PYRHI,Male,1,Yes,Yes,59,Yes,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),111.91,6815.28,No
5206-BRPQK,Female,1,Yes,No,64,Yes,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,80.11,4633.06,No
5353-OULUI,Male,0,No,No,39,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.8,930.74,No
1163-RRVIE,Male,1,No,No,15,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,91.8,1291.4,No
3737-MSWTU,Male,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),87.12,3058.88,No
